deviceModel,MODULAIR-PM
deviceID,e00fce68b51223b3c354185d
deviceSN,MOD-PM-00378
timestamp_iso,sample_rh,sample_temp,sample_pres,bin0,bin1,bin2,bin3,bin4,bin5,bin6,bin7,bin8,bin9,bin10,bin11,bin12,bin13,bin14,bin15,bin16,bin17,bin18,bin19,bin20,bin21,bin22,bin23,bin1MToF,bin3MToF,bin5MToF,bin7MToF,sample_period,sample_flow,opc_temp,opc_rh,opc_pm1,opc_pm25,opc_pm10,laser_status,pm1_std,pm25_std,pm10_std,pm1_env,pm25_env,pm10_env,neph_bin0,neph_bin1,neph_bin2,neph_bin3,neph_bin4,neph_bin5,flag,fw,connection_status,iteration,measurement_state,operating_state
2025-11-01T00:49:28Z,52.16,21.25,0.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4194979.500,3.69,21.49,58.84,0.000,0.000,0.000,637,0.0,0.0,0.0,0.0,0.0,0.0,97.000,3.000,0.000,0.000,0.000,0.000,6,24,0,1,0,0
2025-11-01T00:49:33Z,52.10,21.27,0.0,1.7647,0.5882,0.2614,0.0654,0.0000,0.1961,0.0000,0.0000,0.0654,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.6667,11.0000,16.0000,0.0000,5.000,3.06,21.77,58.43,0.707,3.262,12.850,635,0.0,0.0,0.0,0.0,0.0,0.0,77.000,0.000,0.000,0.000,0.000,0.000,0,24,0,2,1,0
2025-11-01T00:49:38Z,52.05,21.27,0.0,2.3729,0.8814,0.3390,0.0678,0.2712,0.1356,0.0678,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0678,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.0000,17.6667,12.6667,0.0000,5.000,2.95,21.90,58.23,1.132,4.562,55.154,637,0.0,0.0,0.0,0.0,0.0,0.0,64.000,0.000,0.000,0.000,0.000,0.000,0,24,0,3,1,0
2025-11-01T00:49:42Z,51.98,21.25,0.0,2.3001,0.6970,0.2788,0.1394,0.0697,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.3333,12.6667,0.0000,0.0000,4.999,2.87,22.01,57.95,0.828,1.440,1.491,636,0.0,0.0,0.0,0.0,0.0,0.0,72.000,6.000,0.000,0.000,0.000,0.000,0,24,1,4,1,0
2025-11-01T00:49:47Z,51.91,21.27,0.0,2.1160,0.4778,0.4778,0.0683,0.0000,0.0000,0.0683,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.3333,11.3333,0.0000,0.0000,5.000,2.93,22.17,57.65,0.765,1.925,3.073,636,0.0,0.0,0.0,0.0,0.0,0.0,79.000,13.000,0.000,0.000,0.000,0.000,0,24,1,5,1,0
2025-11-01T00:49:52Z,52.01,21.27,0.0,2.2442,0.5941,0.2640,0.0660,0.0660,0.0660,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.0000,12.6667,13.6667,0.0000,5.000,3.03,22.27,57.31,0.750,1.802,2.099,637,0.0,0.0,0.0,0.0,0.0,0.0,69.000,14.000,0.000,0.000,0.000,0.000,0,24,1,6,1,0
2025-11-01T00:49:57Z,51.97,21.28,0.0,2.3256,0.3987,0.2658,0.0664,0.0000,0.0664,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.0000,10.6667,11.6667,0.0000,5.000,3.01,22.42,56.96,0.648,1.427,1.687,636,0.0,0.0,0.0,0.0,0.0,0.0,60.000,19.000,0.000,0.000,0.000,0.000,0,24,1,7,1,0
2025-11-01T00:50:02Z,51.94,21.28,0.0,2.7615,0.3368,0.4041,0.0000,0.1347,0.0000,0.0000,0.0000,0.0000,0.0674,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.6667,0.0000,0.0000,0.0000,4.999,2.97,22.54,56.66,0.790,1.838,19.694,636,0.0,0.0,0.0,0.0,0.0,0.0,56.000,25.000,0.000,0.000,0.000,0.000,0,24,1,8,1,0
2025-11-01T00:50:07Z,51.80,21.28,0.0,1.9672,0.5902,0.6557,0.0656,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.6667,11.0000,0.0000,0.0000,5.000,3.05,22.65,56.34,0.878,1.200,1.207,636,0.0,0.0,0.0,0.0,0.0,0.0,53.000,24.000,0.000,0.000,0.000,0.000,0,24,1,9,1,0
2025-11-01T00:50:12Z,51.80,21.27,0.0,2.6623,0.5195,0.3247,0.0000,0.0649,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.3333,0.0000,0.0000,0.0000,5.000,3.08,22.76,56.05,0.716,1.102,1.140,636,0.0,0.0,0.0,0.0,0.0,0.0,63.000,34.000,0.000,0.000,0.000,0.000,0,24,1,10,1,0
2025-11-01T00:50:17Z,51.87,21.27,0.0,3.5831,0.6515,0.2606,0.0651,0.1303,0.0651,0.0000,0.0651,0.0651,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.6667,9.6667,14.6667,12.3333,5.000,3.07,22.89,55.81,0.970,3.818,16.435,636,0.0,0.0,0.0,0.0,0.0,0.0,85.000,60.000,0.000,0.000,0.000,0.000,0,24,1,11,1,0
2025-11-01T00:50:22Z,51.94,21.28,0.0,3.3602,0.4356,0.1867,0.0622,0.0622,0.0000,0.0622,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.6667,11.0000,0.0000,0.0000,5.022,3.20,23.00,55.56,0.750,1.991,3.074,636,0.0,0.0,0.0,0.0,0.0,0.0,106.000,86.000,0.000,0.000,0.000,0.000,0,24,1,1,1,0
2025-11-01T00:50:27Z,51.99,21.25,0.0,2.5931,0.6791,0.1235,0.0617,0.0617,0.0617,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.0000,12.6667,14.6667,0.0000,4.999,3.24,23.07,55.31,0.710,1.659,1.936,636,0.0,0.0,0.0,0.0,0.0,0.0,122.000,97.000,0.000,0.000,0.000,0.000,0,24,1,2,1,0
2025-11-01T00:50:32Z,52.03,21.29,0.0,3.5542,0.5422,0.5422,0.0602,0.1807,0.0000,0.0602,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.3333,14.6667,0.0000,0.0000,5.000,3.32,23.16,55.08,1.138,2.955,4.073,636,0.0,0.0,0.0,0.0,0.0,0.0,160.000,118.000,2.000,0.000,0.000,0.000,0,24,1,3,1,0
2025-11-01T00:50:37Z,52.05,21.28,0.0,3.7015,0.8955,0.2985,0.1194,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.0000,16.0000,0.0000,0.0000,5.000,3.35,23.27,54.92,0.974,1.278,1.287,636,0.0,0.0,0.0,0.0,0.0,0.0,205.000,152.000,7.000,0.000,0.000,0.000,0,24,1,4,1,0
2025-11-01T00:50:42Z,52.00,21.29,0.0,3.1487,0.3499,0.2915,0.1166,0.1166,0.0583,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.0000,9.6667,12.0000,0.0000,5.000,3.43,23.33,54.70,0.890,2.167,2.468,636,0.0,1.0,1.0,0.0,1.0,1.0,224.000,169.000,7.000,0.000,0.000,0.000,0,24,1,5,1,0
